date,city,latitude,longitude,population,precipitation_sum,windspeed_10m_max,temperature_2m_max,temperature_2m_min
2019-06-10,Miami,25.76,-80.19,6138333,0.0,23.7,36.4,28.1
2019-06-11,Miami,25.76,-80.19,6138333,0.0,30.7,31.8,21.4
2019-06-12,Miami,25.76,-80.19,6138333,1.0,15.5,36.0,27.9
2019-06-13,Miami,25.76,-80.19,6138333,0.0,10.7,28.6,19.8
2019-06-14,Miami,25.76,-80.19,6138333,0.0,5.5,30.0,19.6
2019-06-15,Miami,25.76,-80.19,6138333,0.0,14.1,30.8,22.7
2019-06-16,Miami,25.76,-80.19,6138333,27.0,10.7,35.0,24.6
2019-06-17,Miami,25.76,-80.19,6138333,2.9,14.6,39.9,30.6
2019-06-18,Miami,25.76,-80.19,6138333,0.0,16.0,30.4,21.5
2019-06-19,Miami,25.76,-80.19,6138333,0.0,20.6,29.4,20.2
2019-06-20,Miami,25.76,-80.19,6138333,0.0,17.5,34.7,26.1
2019-06-21,Miami,25.76,-80.19,6138333,4.4,14.1,32.8,24.5
2019-06-22,Miami,25.76,-80.19,6138333,13.8,25.2,35.1,26.3
2019-06-23,Miami,25.76,-80.19,6138333,10.1,24.4,34.5,24.7
2019-06-24,Miami,25.76,-80.19,6138333,12.0,14.3,31.4,22.2
2019-06-25,Miami,25.76,-80.19,6138333,0.0,21.4,32.9,24.6
2019-06-26,Miami,25.76,-80.19,6138333,0.0,19.1,36.0,27.6
2019-06-27,Miami,25.76,-80.19,6138333,0.0,29.7,35.9,26.5
2019-06-28,Miami,25.76,-80.19,6138333,0.0,11.7,29.8,19.7
2019-06-29,Miami,25.76,-80.19,6138333,14.5,19.8,32.9,22.2
2019-06-30,Miami,25.76,-80.19,6138333,0.0,20.1,30.9,21.1
2019-07-01,Miami,25.76,-80.19,6138333,0.0,31.2,29.8,21.0
2019-07-02,Miami,25.76,-80.19,6138333,12.2,27.2,34.1,22.8
2019-07-03,Miami,25.76,-80.19,6138333,0.0,25.3,34.1,24.6
2019-07-04,Miami,25.76,-80.19,6138333,5.6,14.6,33.0,24.8
2019-07-05,Miami,25.76,-80.19,6138333,8.1,21.1,37.6,27.3
2019-07-06,Miami,25.76,-80.19,6138333,1.0,14.0,30.8,21.8
2019-07-07,Miami,25.76,-80.19,6138333,0.0,29.1,31.6,22.6
2019-07-08,Miami,25.76,-80.19,6138333,0.0,9.8,32.3,24.2
2019-07-09,Miami,25.76,-80.19,6138333,0.0,42.5,32.7,23.9
2019-07-10,Miami,25.76,-80.19,6138333,0.0,15.3,38.1,29.9
2019-07-11,Miami,25.76,-80.19,6138333,20.6,21.7,36.6,25.3
2019-07-12,Miami,25.76,-80.19,6138333,0.0,16.6,28.5,18.7
2019-07-13,Miami,25.76,-80.19,6138333,0.0,13.4,36.1,27.1
2019-07-14,Miami,25.76,-80.19,6138333,14.0,25.8,40.1,30.7
2019-07-15,Miami,25.76,-80.19,6138333,4.3,30.6,33.9,24.9
2019-07-16,Miami,25.76,-80.19,6138333,0.0,20.2,36.0,26.8
2019-07-17,Miami,25.76,-80.19,6138333,2.2,15.4,34.3,25.9
2019-07-18,Miami,25.76,-80.19,6138333,0.0,24.6,33.3,24.6
2019-07-19,Miami,25.76,-80.19,6138333,0.0,27.0,32.4,22.0
2019-07-20,Miami,25.76,-80.19,6138333,0.0,30.1,32.6,24.4
2019-07-21,Miami,25.76,-80.19,6138333,11.4,35.4,33.8,23.9
2019-07-22,Miami,25.76,-80.19,6138333,0.0,18.0,30.2,21.1
2019-07-23,Miami,25.76,-80.19,6138333,0.0,26.9,28.5,18.1
2019-07-24,Miami,25.76,-80.19,6138333,0.0,20.2,35.4,27.0
2019-07-25,Miami,25.76,-80.19,6138333,0.0,28.9,27.6,19.1
2019-07-26,Miami,25.76,-80.19,6138333,0.0,16.0,30.4,22.0
2019-07-27,Miami,25.76,-80.19,6138333,28.7,8.9,35.2,26.5
2019-07-28,Miami,25.76,-80.19,6138333,0.0,25.5,34.7,25.5
2019-07-29,Miami,25.76,-80.19,6138333,8.3,23.2,34.0,25.6
2019-07-30,Miami,25.76,-80.19,6138333,0.0,20.8,31.3,22.7
2019-07-31,Miami,25.76,-80.19,6138333,6.4,30.0,30.8,19.6
2019-08-01,Miami,25.76,-80.19,6138333,0.3,35.8,31.8,22.7
2019-08-02,Miami,25.76,-80.19,6138333,0.0,32.9,34.2,25.6
2019-08-03,Miami,25.76,-80.19,6138333,0.0,19.0,31.4,22.9
2019-08-04,Miami,25.76,-80.19,6138333,0.0,8.5,38.0,29.0
2019-08-05,Miami,25.76,-80.19,6138333,0.0,26.1,33.6,22.9
2019-08-06,Miami,25.76,-80.19,6138333,0.0,20.8,24.4,15.1
2019-08-07,Miami,25.76,-80.19,6138333,0.0,12.3,32.8,24.6
2019-08-08,Miami,25.76,-80.19,6138333,1.1,33.1,33.4,25.2
2019-08-09,Miami,25.76,-80.19,6138333,0.0,38.7,30.3,20.4
2019-08-10,Miami,25.76,-80.19,6138333,0.0,23.7,27.7,18.9
2019-08-11,Miami,25.76,-80.19,6138333,25.9,21.2,33.8,24.5
2019-08-12,Miami,25.76,-80.19,6138333,0.0,23.4,31.8,23.3
2019-08-13,Miami,25.76,-80.19,6138333,0.0,3.0,34.8,23.4
2019-08-14,Miami,25.76,-80.19,6138333,1.9,36.1,37.9,26.6
2019-08-15,Miami,25.76,-80.19,6138333,0.0,22.5,27.7,16.9
2019-08-16,Miami,25.76,-80.19,6138333,0.0,11.7,33.9,25.5
2019-08-17,Miami,25.76,-80.19,6138333,0.0,3.6,30.0,19.7
2019-08-18,Miami,25.76,-80.19,6138333,6.5,14.8,32.9,24.0
2019-08-19,Miami,25.76,-80.19,6138333,0.0,32.6,31.4,20.7
2019-08-20,Miami,25.76,-80.19,6138333,0.0,27.8,29.6,20.9
2019-08-21,Miami,25.76,-80.19,6138333,4.6,24.4,31.2,22.2
2019-08-22,Miami,25.76,-80.19,6138333,0.0,29.2,31.6,21.7
2019-08-23,Miami,25.76,-80.19,6138333,33.0,22.8,31.8,23.2
2019-08-24,Miami,25.76,-80.19,6138333,0.0,32.2,32.7,22.0
2019-08-25,Miami,25.76,-80.19,6138333,4.3,28.6,26.2,17.9
2019-08-26,Miami,25.76,-80.19,6138333,0.0,39.7,27.2,17.5
2019-08-27,Miami,25.76,-80.19,6138333,0.0,20.9,33.5,24.4
2019-08-28,Miami,25.76,-80.19,6138333,0.0,17.9,32.9,24.0
2019-08-29,Miami,25.76,-80.19,6138333,0.0,26.3,23.8,15.3
2019-08-30,Miami,25.76,-80.19,6138333,0.0,25.2,30.8,17.9
2019-08-31,Miami,25.76,-80.19,6138333,0.0,22.9,31.7,21.3
2019-09-01,Miami,25.76,-80.19,6138333,0.0,31.8,29.0,20.6
2019-09-02,Miami,25.76,-80.19,6138333,0.0,15.4,33.8,24.1
2019-09-03,Miami,25.76,-80.19,6138333,0.0,27.4,31.3,22.6
2019-09-04,Miami,25.76,-80.19,6138333,4.7,23.5,27.8,18.6
2019-09-05,Miami,25.76,-80.19,6138333,1.5,26.8,27.5,18.7
2019-09-06,Miami,25.76,-80.19,6138333,0.0,13.2,29.6,20.2
2019-09-07,Miami,25.76,-80.19,6138333,3.9,10.5,35.3,26.9
2019-09-08,Miami,25.76,-80.19,6138333,0.0,27.0,23.5,13.6
2019-09-09,Miami,25.76,-80.19,6138333,0.0,26.1,30.5,22.1
2019-09-10,Miami,25.76,-80.19,6138333,0.0,15.9,27.9,16.3
2019-09-11,Miami,25.76,-80.19,6138333,23.4,21.3,32.0,21.8
2019-09-12,Miami,25.76,-80.19,6138333,0.2,25.5,33.4,24.2
2019-09-13,Miami,25.76,-80.19,6138333,0.0,21.7,31.8,22.1
2019-09-14,Miami,25.76,-80.19,6138333,0.0,17.8,26.5,17.1
2019-09-15,Miami,25.76,-80.19,6138333,0.0,8.5,29.0,16.5
2019-09-16,Miami,25.76,-80.19,6138333,0.0,22.0,28.6,20.0
2019-09-17,Miami,25.76,-80.19,6138333,3.0,18.1,32.4,23.8
2019-09-18,Miami,25.76,-80.19,6138333,0.0,7.3,38.5,29.5
2019-09-19,Miami,25.76,-80.19,6138333,0.0,9.2,25.9,15.5
2019-09-20,Miami,25.76,-80.19,6138333,0.0,30.3,25.5,16.3
2019-09-21,Miami,25.76,-80.19,6138333,1.3,20.8,27.0,17.8
2019-09-22,Miami,25.76,-80.19,6138333,0.0,33.6,25.1,16.3
2019-09-23,Miami,25.76,-80.19,6138333,0.0,11.5,29.6,18.9
2019-09-24,Miami,25.76,-80.19,6138333,0.0,35.8,31.2,22.6
2019-09-25,Miami,25.76,-80.19,6138333,12.9,25.6,21.0,11.3
2019-09-26,Miami,25.76,-80.19,6138333,0.0,26.6,28.1,18.8
2019-09-27,Miami,25.76,-80.19,6138333,0.0,26.1,27.0,17.9
2019-09-28,Miami,25.76,-80.19,6138333,0.0,13.1,27.8,17.3
2019-09-29,Miami,25.76,-80.19,6138333,0.0,15.7,30.0,20.0
2019-09-30,Miami,25.76,-80.19,6138333,0.0,24.0,21.7,12.8
2019-10-01,Miami,25.76,-80.19,6138333,0.0,29.1,24.0,14.6
2019-10-02,Miami,25.76,-80.19,6138333,9.9,20.4,26.5,16.9
2019-10-03,Miami,25.76,-80.19,6138333,0.0,13.2,25.5,14.8
2019-10-04,Miami,25.76,-80.19,6138333,26.2,24.1,28.7,18.7
2019-10-05,Miami,25.76,-80.19,6138333,2.9,24.2,30.5,20.2
2019-10-06,Miami,25.76,-80.19,6138333,0.0,13.1,30.8,21.5
2019-10-07,Miami,25.76,-80.19,6138333,12.8,21.5,30.2,20.0
2019-10-08,Miami,25.76,-80.19,6138333,1.9,21.0,26.1,15.3
2019-10-09,Miami,25.76,-80.19,6138333,0.0,23.7,25.9,16.4
2019-10-10,Miami,25.76,-80.19,6138333,0.0,15.8,24.9,15.4
2019-10-11,Miami,25.76,-80.19,6138333,32.2,17.3,27.1,17.6
2019-10-12,Miami,25.76,-80.19,6138333,0.0,21.2,29.5,20.2
2019-10-13,Miami,25.76,-80.19,6138333,16.6,25.8,29.9,19.9
2019-10-14,Miami,25.76,-80.19,6138333,4.3,12.2,25.2,16.3
2019-10-15,Miami,25.76,-80.19,6138333,0.0,33.4,31.7,19.9
2019-10-16,Miami,25.76,-80.19,6138333,8.0,14.8,27.8,17.5
2019-10-17,Miami,25.76,-80.19,6138333,0.0,22.5,28.5,18.9
2019-10-18,Miami,25.76,-80.19,6138333,1.9,10.6,26.2,16.3
2019-10-19,Miami,25.76,-80.19,6138333,0.0,10.7,22.1,11.3
2019-10-20,Miami,25.76,-80.19,6138333,0.0,22.2,30.2,19.2
2019-10-21,Miami,25.76,-80.19,6138333,0.0,22.7,32.5,22.2
2019-10-22,Miami,25.76,-80.19,6138333,0.0,15.6,28.5,19.1
2019-10-23,Miami,25.76,-80.19,6138333,10.7,30.6,27.3,17.7
2019-10-24,Miami,25.76,-80.19,6138333,0.0,27.8,27.4,17.1
2019-10-25,Miami,25.76,-80.19,6138333,0.0,22.7,30.0,19.6
2019-10-26,Miami,25.76,-80.19,6138333,0.0,8.2,26.6,17.0
2019-10-27,Miami,25.76,-80.19,6138333,0.0,13.9,23.0,12.7
2019-10-28,Miami,25.76,-80.19,6138333,0.0,28.3,30.5,19.6
2019-10-29,Miami,25.76,-80.19,6138333,14.2,25.0,25.7,15.4
2019-10-30,Miami,25.76,-80.19,6138333,0.0,30.0,25.9,16.9
2019-10-31,Miami,25.76,-80.19,6138333,0.0,25.9,29.6,19.5
2019-11-01,Miami,25.76,-80.19,6138333,11.1,35.2,24.7,15.2
2019-11-02,Miami,25.76,-80.19,6138333,0.0,8.5,26.4,16.4
2019-11-03,Miami,25.76,-80.19,6138333,0.0,33.2,30.8,21.5
2019-11-04,Miami,25.76,-80.19,6138333,0.0,30.4,28.4,15.8
2019-11-05,Miami,25.76,-80.19,6138333,0.0,22.9,24.5,15.5
2019-11-06,Miami,25.76,-80.19,6138333,15.9,9.1,26.4,16.0
2019-11-07,Miami,25.76,-80.19,6138333,0.0,15.9,27.0,17.3
2019-11-08,Miami,25.76,-80.19,6138333,25.9,18.6,32.1,22.4
2019-11-09,Miami,25.76,-80.19,6138333,0.0,15.9,27.7,16.8
2019-11-10,Miami,25.76,-80.19,6138333,0.0,27.4,30.7,21.1
2019-11-11,Miami,25.76,-80.19,6138333,1.7,20.1,26.8,17.5
2019-11-12,Miami,25.76,-80.19,6138333,8.5,19.4,26.3,16.3
2019-11-13,Miami,25.76,-80.19,6138333,10.3,27.9,23.3,12.9
2019-11-14,Miami,25.76,-80.19,6138333,0.0,21.3,25.7,15.0
2019-11-15,Miami,25.76,-80.19,6138333,0.0,21.5,29.5,19.8
2019-11-16,Miami,25.76,-80.19,6138333,0.0,8.9,23.3,13.6
2019-11-17,Miami,25.76,-80.19,6138333,10.7,14.8,23.8,14.0
2019-11-18,Miami,25.76,-80.19,6138333,0.0,16.2,26.3,17.0
2019-11-19,Miami,25.76,-80.19,6138333,0.0,28.0,27.7,16.1
2019-11-20,Miami,25.76,-80.19,6138333,1.2,17.9,26.5,16.5
2019-11-21,Miami,25.76,-80.19,6138333,0.0,31.3,23.0,13.1
2019-11-22,Miami,25.76,-80.19,6138333,0.0,13.0,28.5,18.2
2019-11-23,Miami,25.76,-80.19,6138333,0.7,27.1,25.5,15.8
2019-11-24,Miami,25.76,-80.19,6138333,0.0,21.9,29.3,20.0
2019-11-25,Miami,25.76,-80.19,6138333,0.0,24.0,24.0,14.3
2019-11-26,Miami,25.76,-80.19,6138333,4.5,31.8,21.7,10.5
2019-11-27,Miami,25.76,-80.19,6138333,0.0,13.3,24.5,14.5
2019-11-28,Miami,25.76,-80.19,6138333,0.0,20.2,22.6,13.5
2019-11-29,Miami,25.76,-80.19,6138333,0.0,8.2,24.7,12.6
2019-11-30,Miami,25.76,-80.19,6138333,0.0,18.4,23.5,13.8
2019-12-01,Miami,25.76,-80.19,6138333,0.0,11.8,23.6,14.1
2019-12-02,Miami,25.76,-80.19,6138333,10.4,31.6,27.7,15.6
2019-12-03,Miami,25.76,-80.19,6138333,0.0,26.6,27.2,17.1
2019-12-04,Miami,25.76,-80.19,6138333,0.0,32.3,31.9,21.1
2019-12-05,Miami,25.76,-80.19,6138333,5.3,25.7,22.2,11.7
2019-12-06,Miami,25.76,-80.19,6138333,0.0,29.7,23.5,13.3
2019-12-07,Miami,25.76,-80.19,6138333,0.0,16.0,25.0,14.7
2019-12-08,Miami,25.76,-80.19,6138333,15.0,13.4,26.5,16.0
2019-12-09,Miami,25.76,-80.19,6138333,2.5,21.8,23.8,12.4
2019-12-10,Miami,25.76,-80.19,6138333,6.5,16.7,24.7,14.5
2019-12-11,Miami,25.76,-80.19,6138333,9.8,10.2,19.1,9.1
2019-12-12,Miami,25.76,-80.19,6138333,0.0,23.8,23.8,14.8
2019-12-13,Miami,25.76,-80.19,6138333,17.9,11.8,25.8,15.5
2019-12-14,Miami,25.76,-80.19,6138333,32.6,38.6,23.0,12.6
2019-12-15,Miami,25.76,-80.19,6138333,0.0,17.4,20.1,10.2
2019-12-16,Miami,25.76,-80.19,6138333,0.0,28.6,21.9,12.1
2019-12-17,Miami,25.76,-80.19,6138333,0.0,10.0,29.2,19.0
2019-12-18,Miami,25.76,-80.19,6138333,3.9,20.8,22.9,13.2
2019-12-19,Miami,25.76,-80.19,6138333,0.0,26.0,24.9,14.6
2019-12-20,Miami,25.76,-80.19,6138333,0.4,15.1,26.2,17.0
2019-12-21,Miami,25.76,-80.19,6138333,11.3,27.0,29.4,18.6
2019-12-22,Miami,25.76,-80.19,6138333,0.0,12.5,21.7,10.8
2019-12-23,Miami,25.76,-80.19,6138333,0.0,16.8,18.1,8.7
2019-12-24,Miami,25.76,-80.19,6138333,2.4,26.3,25.2,15.8
2019-12-25,Miami,25.76,-80.19,6138333,0.0,24.9,34.4,23.8
2019-12-26,Miami,25.76,-80.19,6138333,0.5,32.3,20.0,9.4
2019-12-27,Miami,25.76,-80.19,6138333,0.0,23.3,28.4,19.1
2019-12-28,Miami,25.76,-80.19,6138333,0.0,15.2,28.0,18.7
2019-12-29,Miami,25.76,-80.19,6138333,0.0,29.6,17.3,7.7
2019-12-30,Miami,25.76,-80.19,6138333,0.0,6.5,25.2,14.6
2019-12-31,Miami,25.76,-80.19,6138333,0.0,30.1,21.8,11.2
2020-01-01,Miami,25.76,-80.19,6138333,0.0,38.3,28.9,19.4
2020-01-02,Miami,25.76,-80.19,6138333,23.2,30.1,32.9,23.4
2020-01-03,Miami,25.76,-80.19,6138333,0.0,22.8,21.6,12.1
2020-01-04,Miami,25.76,-80.19,6138333,0.0,37.5,23.5,14.1
2020-01-05,Miami,25.76,-80.19,6138333,0.0,8.2,24.7,13.2
2020-01-06,Miami,25.76,-80.19,6138333,0.0,28.0,24.2,15.1
2020-01-07,Miami,25.76,-80.19,6138333,0.0,22.9,27.3,17.2
2020-01-08,Miami,25.76,-80.19,6138333,0.0,24.5,28.1,19.1
2020-01-09,Miami,25.76,-80.19,6138333,6.2,23.4,26.0,16.5
2020-01-10,Miami,25.76,-80.19,6138333,0.0,25.7,23.5,12.9
2020-01-11,Miami,25.76,-80.19,6138333,0.0,14.7,22.9,12.9
2020-01-12,Miami,25.76,-80.19,6138333,0.0,18.0,29.0,18.7
2020-01-13,Miami,25.76,-80.19,6138333,0.0,25.6,25.3,15.2
2020-01-14,Miami,25.76,-80.19,6138333,0.0,12.5,25.4,16.1
2020-01-15,Miami,25.76,-80.19,6138333,8.2,25.0,21.9,12.4
2020-01-16,Miami,25.76,-80.19,6138333,0.0,7.9,25.4,15.7
2020-01-17,Miami,25.76,-80.19,6138333,0.0,3.0,24.4,12.9
2020-01-18,Miami,25.76,-80.19,6138333,1.0,14.0,24.7,15.4
2020-01-19,Miami,25.76,-80.19,6138333,14.5,19.2,26.0,14.2
2020-01-20,Miami,25.76,-80.19,6138333,2.5,17.5,29.4,20.1
2020-01-21,Miami,25.76,-80.19,6138333,14.0,3.0,26.6,16.9
2020-01-22,Miami,25.76,-80.19,6138333,28.7,19.2,27.3,15.4
2020-01-23,Miami,25.76,-80.19,6138333,4.7,37.6,28.2,19.1
2020-01-24,Miami,25.76,-80.19,6138333,0.0,33.0,22.6,12.2
2020-01-25,Miami,25.76,-80.19,6138333,8.2,41.8,29.0,19.5
2020-01-26,Miami,25.76,-80.19,6138333,9.2,11.4,27.5,18.1
2020-01-27,Miami,25.76,-80.19,6138333,0.0,31.9,27.6,14.2
2020-01-28,Miami,25.76,-80.19,6138333,5.4,26.8,24.4,13.9
2020-01-29,Miami,25.76,-80.19,6138333,0.0,20.8,26.3,14.8
2020-01-30,Miami,25.76,-80.19,6138333,25.0,12.9,26.6,14.5
2020-01-31,Miami,25.76,-80.19,6138333,0.0,12.5,28.1,17.9
2020-02-01,Miami,25.76,-80.19,6138333,0.0,14.6,29.6,20.5
2020-02-02,Miami,25.76,-80.19,6138333,7.9,20.5,26.2,15.5
2020-02-03,Miami,25.76,-80.19,6138333,0.0,25.2,30.0,21.1
2020-02-04,Miami,25.76,-80.19,6138333,2.2,17.2,25.5,15.7
2020-02-05,Miami,25.76,-80.19,6138333,0.0,24.5,26.9,17.3
2020-02-06,Miami,25.76,-80.19,6138333,0.0,23.2,22.9,12.2
2020-02-07,Miami,25.76,-80.19,6138333,15.9,21.5,27.9,18.2
2020-02-08,Miami,25.76,-80.19,6138333,3.1,24.3,26.0,15.6
2020-02-09,Miami,25.76,-80.19,6138333,0.0,24.3,27.5,17.6
2020-02-10,Miami,25.76,-80.19,6138333,15.9,13.3,26.0,14.8
2020-02-11,Miami,25.76,-80.19,6138333,0.0,16.4,23.7,13.1
2020-02-12,Miami,25.76,-80.19,6138333,0.0,19.2,25.1,16.1
2020-02-13,Miami,25.76,-80.19,6138333,0.0,24.1,25.9,16.0
2020-02-14,Miami,25.76,-80.19,6138333,0.0,24.2,30.2,21.1
2020-02-15,Miami,25.76,-80.19,6138333,0.0,16.1,33.1,21.7
2020-02-16,Miami,25.76,-80.19,6138333,0.0,26.4,27.8,18.7
2020-02-17,Miami,25.76,-80.19,6138333,4.3,30.5,34.1,23.9
2020-02-18,Miami,25.76,-80.19,6138333,10.7,17.9,24.9,13.8
2020-02-19,Miami,25.76,-80.19,6138333,0.0,23.9,25.1,14.8
2020-02-20,Miami,25.76,-80.19,6138333,22.6,9.3,27.3,18.5
2020-02-21,Miami,25.76,-80.19,6138333,0.0,15.5,24.5,14.7
2020-02-22,Miami,25.76,-80.19,6138333,0.0,29.1,24.5,14.6
2020-02-23,Miami,25.76,-80.19,6138333,0.0,15.1,26.6,15.1
2020-02-24,Miami,25.76,-80.19,6138333,0.0,17.2,25.0,13.3
2020-02-25,Miami,25.76,-80.19,6138333,0.0,25.7,26.0,16.1
2020-02-26,Miami,25.76,-80.19,6138333,0.0,11.2,29.9,18.4
2020-02-27,Miami,25.76,-80.19,6138333,0.3,36.7,29.9,20.4
2020-02-28,Miami,25.76,-80.19,6138333,0.0,3.0,28.9,18.3
2020-02-29,Miami,25.76,-80.19,6138333,20.6,37.5,24.5,15.3
2020-03-01,Miami,25.76,-80.19,6138333,0.0,22.6,26.1,15.5
2020-03-02,Miami,25.76,-80.19,6138333,0.0,32.4,27.2,17.2
2020-03-03,Miami,25.76,-80.19,6138333,0.0,16.2,28.4,18.9
2020-03-04,Miami,25.76,-80.19,6138333,0.4,32.0,24.2,12.5
2020-03-05,Miami,25.76,-80.19,6138333,0.0,14.5,30.8,20.8
2020-03-06,Miami,25.76,-80.19,6138333,10.0,26.3,28.0,18.7
2020-03-07,Miami,25.76,-80.19,6138333,0.0,35.5,23.5,13.4
2020-03-08,Miami,25.76,-80.19,6138333,0.0,26.8,28.0,19.4
2020-03-09,Miami,25.76,-80.19,6138333,14.9,9.6,26.9,17.7
2020-03-10,Miami,25.76,-80.19,6138333,0.0,10.9,32.1,23.4
2020-03-11,Miami,25.76,-80.19,6138333,0.0,35.9,27.9,18.8
2020-03-12,Miami,25.76,-80.19,6138333,0.0,16.2,25.8,17.0
2020-03-13,Miami,25.76,-80.19,6138333,5.2,11.3,32.9,24.2
2020-03-14,Miami,25.76,-80.19,6138333,6.0,19.6,26.2,17.2
2020-03-15,Miami,25.76,-80.19,6138333,0.0,30.8,25.9,16.7
2020-03-16,Miami,25.76,-80.19,6138333,0.0,23.2,30.0,21.0
2020-03-17,Miami,25.76,-80.19,6138333,0.0,25.4,25.9,16.9
2020-03-18,Miami,25.76,-80.19,6138333,0.0,9.5,34.6,24.4
2020-03-19,Miami,25.76,-80.19,6138333,0.0,10.4,30.7,20.9
2020-03-20,Miami,25.76,-80.19,6138333,0.0,3.0,27.0,18.1
2020-03-21,Miami,25.76,-80.19,6138333,10.5,4.3,32.5,23.9
2020-03-22,Miami,25.76,-80.19,6138333,0.0,47.6,28.3,18.5
2020-03-23,Miami,25.76,-80.19,6138333,0.0,14.1,29.5,20.9
2020-03-24,Miami,25.76,-80.19,6138333,5.8,9.7,29.9,20.7
2020-03-25,Miami,25.76,-80.19,6138333,0.0,24.0,30.2,21.4
2020-03-26,Miami,25.76,-80.19,6138333,0.0,30.2,32.1,22.5
2020-03-27,Miami,25.76,-80.19,6138333,2.0,20.0,29.0,18.5
2020-03-28,Miami,25.76,-80.19,6138333,0.0,22.5,30.5,21.8
2020-03-29,Miami,25.76,-80.19,6138333,0.0,24.5,29.8,20.7
2020-03-30,Miami,25.76,-80.19,6138333,0.0,8.4,28.7,18.5
2020-03-31,Miami,25.76,-80.19,6138333,14.4,27.7,28.0,18.3
2020-04-01,Miami,25.76,-80.19,6138333,0.0,28.7,26.5,18.1
2020-04-02,Miami,25.76,-80.19,6138333,1.9,21.8,31.5,21.9
2020-04-03,Miami,25.76,-80.19,6138333,0.0,19.6,28.7,19.1
2020-04-04,Miami,25.76,-80.19,6138333,0.0,45.1,27.0,17.7
2020-04-05,Miami,25.76,-80.19,6138333,38.7,24.8,23.7,13.6
2020-04-06,Miami,25.76,-80.19,6138333,1.6,26.5,31.0,21.5
2020-04-07,Miami,25.76,-80.19,6138333,4.8,28.6,27.1,16.2
2020-04-08,Miami,25.76,-80.19,6138333,0.0,40.2,25.6,14.9
2020-04-09,Miami,25.76,-80.19,6138333,16.2,23.9,31.9,20.8
2020-04-10,Miami,25.76,-80.19,6138333,0.0,19.0,28.6,18.9
2020-04-11,Miami,25.76,-80.19,6138333,0.0,14.1,28.4,19.4
2020-04-12,Miami,25.76,-80.19,6138333,8.2,25.7,31.8,21.6
2020-04-13,Miami,25.76,-80.19,6138333,14.9,21.0,28.4,19.8
2020-04-14,Miami,25.76,-80.19,6138333,0.0,29.3,31.2,22.1
2020-04-15,Miami,25.76,-80.19,6138333,0.0,17.7,30.4,21.6
2020-04-16,Miami,25.76,-80.19,6138333,31.8,17.0,32.5,21.3
2020-04-17,Miami,25.76,-80.19,6138333,0.0,24.9,32.0,21.6
2020-04-18,Miami,25.76,-80.19,6138333,7.2,9.0,27.2,18.8
2020-04-19,Miami,25.76,-80.19,6138333,3.2,25.2,28.6,20.1
2020-04-20,Miami,25.76,-80.19,6138333,0.0,21.1,34.6,25.3
2020-04-21,Miami,25.76,-80.19,6138333,0.0,7.7,32.2,24.0
2020-04-22,Miami,25.76,-80.19,6138333,0.0,10.3,30.6,20.9
2020-04-23,Miami,25.76,-80.19,6138333,0.0,31.0,32.4,21.3
2020-04-24,Miami,25.76,-80.19,6138333,33.1,14.7,34.0,24.3
2020-04-25,Miami,25.76,-80.19,6138333,0.0,20.9,26.2,17.0
2020-04-26,Miami,25.76,-80.19,6138333,0.0,3.0,29.5,19.6
2020-04-27,Miami,25.76,-80.19,6138333,4.5,8.3,30.4,20.7
2020-04-28,Miami,25.76,-80.19,6138333,0.0,25.8,36.4,27.7
2020-04-29,Miami,25.76,-80.19,6138333,19.6,25.9,33.1,24.5
2020-04-30,Miami,25.76,-80.19,6138333,0.4,20.5,32.3,23.8
2020-05-01,Miami,25.76,-80.19,6138333,0.0,24.9,30.6,20.6
2020-05-02,Miami,25.76,-80.19,6138333,26.1,23.2,33.3,23.5
2020-05-03,Miami,25.76,-80.19,6138333,0.0,31.0,32.5,22.5
2020-05-04,Miami,25.76,-80.19,6138333,0.0,23.6,39.3,29.6
2020-05-05,Miami,25.76,-80.19,6138333,0.0,14.8,30.8,22.0
2020-05-06,Miami,25.76,-80.19,6138333,27.0,17.6,35.3,27.0
2020-05-07,Miami,25.76,-80.19,6138333,0.0,15.0,30.1,20.5
2020-05-08,Miami,25.76,-80.19,6138333,7.1,25.0,28.2,19.5
2020-05-09,Miami,25.76,-80.19,6138333,6.2,24.7,31.8,19.4
2020-05-10,Miami,25.76,-80.19,6138333,20.2,27.2,31.9,22.6
2020-05-11,Miami,25.76,-80.19,6138333,0.0,21.0,32.8,23.8
2020-05-12,Miami,25.76,-80.19,6138333,12.2,22.5,27.4,19.0
2020-05-13,Miami,25.76,-80.19,6138333,0.0,31.3,29.1,20.5
2020-05-14,Miami,25.76,-80.19,6138333,0.0,18.0,34.8,25.2
2020-05-15,Miami,25.76,-80.19,6138333,0.0,25.9,30.3,21.6
2020-05-16,Miami,25.76,-80.19,6138333,0.0,10.9,31.0,22.5
2020-05-17,Miami,25.76,-80.19,6138333,5.3,35.1,34.4,24.8
2020-05-18,Miami,25.76,-80.19,6138333,19.3,28.3,30.6,19.3
2020-05-19,Miami,25.76,-80.19,6138333,9.9,33.1,31.7,23.6
2020-05-20,Miami,25.76,-80.19,6138333,0.0,32.7,34.8,26.1
2020-05-21,Miami,25.76,-80.19,6138333,7.3,43.0,33.6,24.3
2020-05-22,Miami,25.76,-80.19,6138333,0.0,27.4,32.1,23.6
